Michael D. Cohen;9
Janet Rowley;78
Richard Errett Smalley;2
Jerzy Władysław Jurka;0
Seymour Benzer;128
Georg von Tiesenhausen;29
John William Heslop Harrison;0
Heinrich Chantraine;0
Marjorie Constance Caserio;0
Chaudhry Abdul Majeed;31
Eugene Van Tamelen;0
Peter Schultz;3
Chester Ray Benjamin;0
Walter Kohn;116
Wes Jackson;513
Robert R. Phelps;0
Robert Burns Woodward;249
Joseph J. Katz;0
Allan Schore;347
Adam G. Riess;1
Joseph Charles Bequaert;1
Thomas J. McCarthy;2
Wiktor Eckhaus;0
Gilbert Ames Bliss;9
Ieke Moerdijk;32
Frederick Stratten Russell;0
James Drewry Stewart;0
Stefan Meyer;897
David Sabiston;20
Anthony Frederick Orchard;0
David Schramm;78
Karl von Frisch;233
Alan Dennis Clark;2
Nenad Ban;18
Carlos Ruiz Fuller;0
Arthur Laffer;1268
Dennis W. Sciama;30
Bert Broer;0
Ian Frazer;121
Charles A. Czeisler;0
Solomon Asch;313
Michael Majerus;10
Miriam Elizabeth Simpson;1
Barun De;22
Quinn McNemar;1
Ernest Orlando Lawrence;0
Donald Michie;17
C. P. Rajendran;1
John Paul Wild;2
John Crank;14
Jan Hatzius;103
Ilya Sergeyevich Darevsky;0
Earl W. McDaniel;1
Gary Schuster;4
Arnold Durig;16
Seymour Itzkoff;9
Oskar Klein;85
Burt Neuborne;63
Robert H. Dicke;47
John Napier;908
Bernardo Alberto Houssay;713
Suhas Patankar;128
William H. Baxter;2
Hermann Irving Schlesinger;1
Debora Greger;33
Ansar Pervaiz;44
Phillip Rubin;0
Max Steineke;15
Alexander Volberg;3
Gabriel Carroll;8
Adam Riess;292
Robert Thurman;36227
Paolo Leon;3
Enrico Fermi;19431
Sir John Douglas Cockcroft;11
Montrose Wolf;1
Robert M. Grant;2
Illtyd Buller Pole-Evans;1
Ernest Edwin Sechler;0
Mazhar Mahmood Qurashi;25
Jerrold Marsden;0
Nolan Bushnell;2187
Edvard I. Moser;0
Robert B. Laughlin;90
Prokar Dasgupta;8
Jacob Wolfowitz;16
Edward Brinton;21
Martin Gutzwiller;5
Jeremiah P. Ostriker;24
Thomas Sowell;48501
Virginia Ragsdale;3
Arthur Levenson;0
Peter S. Albin;22
Curtis Callan;4
Lafayette B. Mendel;0
Guy Walters;159
Victor Ginzburg;9
H. Eugene Stanley;52
J. David Irwin;12
Wolfgang Sachs;131
Tomizo Yoshida;0
Andrew Michael Bruckner;0
Philip A. Beachy;4
Marshall Sahlins;387
Harold Brooks;0
Nigel Shadbolt;37
Kees Neggers;3
Dominique De Caen;0
Gerald Budge Folland;0
Duncan Black;82
Gerard J. Foschini;6
Donald Henry Colless;0
Krzysztof Wilmanski;6
Ulf Hohmann;5
Teuku Jacob;5
Gerty Theresa Cori, née Radnitz;0
Hendrik Willem Bakhuis Roozeboom;3
Gerald Teschl;4
Kazimierz Twardowski;78
Charles Davenport;35
Magnus B. Egerstedt;49
Gerd Roellecke;0
Walter Hayman;2
Richard D. Smith;29
Jean Dausset;12
Masatoshi Nei;46
Kurt W. Fischer;10
Samuel Epstein;35
Roger B. Myerson;0
Linda Buck;0
Robert Alexander Rankin;11
William Clyde Martin;2
Michael Eisen;25
Michael Larson;1166
Hurd Willett;0
Alex Rasnitsyn;6
Boris Rozovsky;1
Vincent Racaniello;190
Carsten Carlberg;1
Thomas Eisner;46
Robert Abbe;25
Andrea Malchiodi;2
Henry Norris Russell;98
William Rapson;0
Geoffrey Marcy;393
Nahum Sonenberg;9
Hans Albrecht Bethe;0
Guglielmo Marchese Marconi;91
Charles Jules Henri Nicolle;0
Lorna Casselton;10
Donald Arthur Glaser;0
Robert Howie;2
Charles Spearman;62
Clarence Raymond Adams;1
Naomichi Matsumoto;1
Richard Allen Epstein;1
Judith N. Shklar;48
David White;325562
Erik Olin Wright;252
Neil Bartlett;43
Christopher Strachey;8
Naum Meiman;2
Gerald Fink;3
Paul Farmer;9618
Barry Popkin;3
Wil Roebroeks;6
Joan Roughgarden;106
Francis Edward Corrigan;0
Tadamitsu Kishimoto;6
Norman Wingate Pirie;1
Arvid Carlsson;84
Arthur C. Keller;1
Michael Fasham;4
Donald Osterbrock;0
Allan R. Ronald;0
Bruno Zumino;5
Steven Horwitz;268
Alexander Bickel;21
Julius Edgar Lilienfeld;100
Robert H. Grubbs;114
Edwin Southern;44
Henry William Menard;14
Richard Portes;24
Neil Kensington Adam;2
Nicholas J. Hoff;2
Nikolai Konstantinovich Kolstov;0
Saburi Biobaku;34
Armand Mauss;21
Enrique Gaviola;4
Jack W. Szostak;170
Fred van der Blij;0
Alan Ward;2248
Ryszard Syski;1
Sheela Basrur;10
Floyd Zaiger;36
G.V. Rao;1
Fred Urquhart;17
James Robert Hightower;3
Theodore Motzkin;3
Claude S. Fischer;6
Peter Schuster;7
James Glimm;22
Georg Alexander Pick;5
Yaroslav Blanter;3
Richard Levine;30
George Van Biesbroeck;1
Scott Cowen;94
James R. Arnold;3
E.R. Ward Neale;0
Bailey Willis;6
Ernest Arushanov;5
David Saxon;0
Klaus Biemann;1
Martin Hellwig;1
Sir John B. Gurdon;0
Antonio Luque;976
Klaus Roth;19
Richard Friend;4371
Vincent Martin Bonventre;3
Alanna Schepartz;3
L. V. Vaidyanathan;0
Nicholas Murray Butler;75
Mary Osborn;1
Robert William Davies;7
David A. Huffman;37
Ivan Izquierdo;76
J. Orlin Grabbe;7
Karl Giberson;1088
Joan Costa-i-Font;22
Willis Harman;69
Edwin Catmull;809
Dudley R. Herschback;0
Norman Perrin;2
George F. Smoot;0
Karl Zoeppritz;0
Allen Newell;86
Jerald Ericksen;3
Hans Karl August Simon von Euler-Chelpin;0
Henry Field;0
Robert Rosen;53
Henry Margenau;30
Kurt Lewin;1224
Glanville Williams;60
Fanghua Lin;0
Dudley R. Herschbach;91
Charles Francis Richter;77
Bernard Katz;45
John R. Roth;0
William H. Phelps;0
Malcolm Renfrew;7
John A. Pople;1
Joseph Hooton Taylor;0
Fritz Georg Arndt;0
Axel Leijonhufvud;32
Arthur Day;25
Paul Saltman;5
Lyman Spitzer;59
Richard Shiffrin;21
Francis William Lawvere;0
Allvar Gullstrand;7
Nick Newman;39
Denis Crispin Twitchett;0
Thomas E. Stelson;1
Noreen Murray;4
Alfred Kastler;27
Harold Schlosberg;0
Bjorn Poonen;94
Debashis Mukherjee;67
Danie Krige;0
Stephen J. Lippard;16
Dionigi Galletto;0
Nathan Glazer;34
Simon Saunders;24
Günter Blobel;0
Andreas Demetriou;29
Robert J. Lang;2604
Salvador Moncada;76
Gretchen Daily;13
Christian Reiher;37
Nigel Hitchin;55
Heather Boushey;88
Bernard Lovell;108
John I. Yellott;4
William C. Reynolds;2
William J. Youden;4
William Donald Hamilton;128
Moshe Kam;297
Yoshimaro Yamashina;5
Hrach Bartikyan;2
Jerome W. Conn;6
Donald A. Glaser;18
Theodor Svedberg;11
Erik Verlinde;211
Paul Seidel;3400
Lisa Feldman Barrett;32
Bertram Kostant;10
Sir Alexander Fleming;1200
Darleane Hoffman;0
A. S. Troelstra;0
Alexander Amini;7
Nico van Kampen;0
Helena Rasiowa;21
Oskar Perron;0
John Texter;6
Nicholas Abraham;126
Wylie W. Vale;0
Thomas D. Brock;40
Javad Heyat;5
Maurice S. Fox;0
Lori Ann Setton;1
Willis Eugene Lamb;0
Heinrich Otto Wieland;6
Charles Bachman;83
Alejandro Zaffaroni;30
John Myhill;4
Margaret Becklake;1
Mary Dora Rogick;0
Steven Weinberg;7068
Mark Atkinson;13
Jonathan Smallwood;3
Joel Mokyr;73
Pranav Mistry;116133
Joseph Murray;98
Anthony Downs;115
Somnath Bharadwaj;147
Stephen Juan;20
Jan Boldingh;5
John Carew Eccles;0
Ivan Privalov;4
Maria Reiche;495
Victor Albert Bailey;14
William Logan;109
Paul Ehrenfest;171
Rudolf Peierls;37
Michael J. Flynn;3
Daniel T. Willingham;25
D. D. Wall;98
Lewis Ralph Jones;0
Robbert Dijkgraaf;983
Stuart C. Sealfon;2
Massimo Marchiori;566
Fischer Black;188
Ludvig Faddeev;26
Asghar Qadir;148
Leigh Page;0
Eric Temple Bell;78
Syed Akhtar Ahsan;7
Norbert Wiener;857
John Davis;1650
John Bargh;73
Dana Stewart Scott;0
John P. Costas;9
Daniel E. Koshland;0
Armand Borel;21
Michael Artin;178
Alexander A. Bogomolets;2
Tom Blundell;19
Sheila Patricia Violet Sherlock;1
David Bruce;196
Abraham (Bram) Pais;0
A. Ranganadha Rao;0
Ruth Hall;49
Tim Kane;175
W. Brian Harland;2
Nikil Dutt;45
Roger Needham;9
Linus Carl Pauling;10
Frederick Jackson Turner;188
Lee Hong Susan Lim;0
Richard Van Der Riet Woolley;0
Xavier Vives;0
Michael A'Hearn;0
Norman Abramson;75
Albert Eschenmoser;6
Louis-Philippe Morency;5
Friedwardt Winterberg;19
Lord Rayleigh (John William Strutt);0
Robert Dana;28
Hans Kosterlitz;6
Roscoe Gilkey Dickinson;0
Madhab Chandra Dash;19
Eugenio Calabi;43
George Thomas Reynolds;0
Robert Vince;88
Platon Kostyuk;1
Philip Rabinowitz;0
Jacques Forest;2
Karl B. McEachron;2
R. Tucker Abbott;9
Stoycho Vassilev Breskovski;1
Gary S. May;25
H. K. Kesavan;70
John B. Goodenough;47
Radha Laha;2
Walker A. Rosenblith;0
Seymour Lester Hess;0
Vincent Rijmen;43
Mark Waer;2
John Ostrom;136
Samuel Chao Chung Ting;0
L. David Mech;370
John Alexander MacWilliam;0
B F L Ward;4
Vladimir Shtokman;1
Robley D. Evans;5
Jakob Meisenheimer;0
John Charnley;51
Sir Robert Robinson;0
Leonard Erskine Hill;0
Louise Fresco;186
Daniel E. Atkins;1
Richard Manning Karp;3
Peter Karter;17
Kerr Grant;15
Gustavo Colonnetti;7
Daniel Kahneman;12198
Michael Levitt;847
Anadi Sankar Gupta;7
Francis Cecil Sumner;13
Detlef Gromoll;0
Mathias Dewatripont;39
Henry A. Bumstead;1
K. A. Nilakanta Sastri;32
J. Keith Fraser;2
James Stirling;227
Barbara Hohn;0
Elmer Ernest Southard;0
William E. Gordon;0
Irving Rouse;248
Edith Clarke;37
James A. Zimble;2
Paula Hammond;0
Oliver Payne Pearson;1
Harry Bolton Seed;18
Leon Glass;1
William C. Roberts;46
George Kuznets;0
Lester Germer;41
Sjeng Kerbusch;0
Ronald Fagin;55
Bruce Nickerson;0
Zoltan Hajos;2
Theodore William Chaundy;1
Robert Brode;3
Merton Miller;146
Alexei Mikhailovich Vasiliev;0
Ioan Mackenzie James;0
Hans Rupe;1
David Malcolm Potts;0
Bill Buxton;429
Theodore Rappaport;20
Ronald Linn Rivest;0
Young Lee;327
Ralph Marvin Steinman;3
Manchanahalli Rangaswamy Satyanarayana Rao;22
Robert Agnew;186
Ronald N. Hartman;2
John Shepherd;80
Tom Demarco;0
André Frédéric Cournand;0
Jerome Isaac Friedman;63
Charles Huggins;0
Thomas Mayer;492
Richard Lerner;127
David Harvey;9909
Albrecht Kossel;48
Louis Dangeard;0
Clifford G. Hildreth;0
Chingwu Chu;0
Norman Beaulieu;0
Jacob Bronowski;2034
James Thomson;811
James Arthur;1882588
Thomas Alan Stephenson;0
Stefan W. Hell;20
Clifford G. Shull;0
Roy Cameron;3
G. Balakrishnan Nair;85
Roger W. Mills;2
Robin Tolmach Lakoff;0
Maurice Allais;125
Chongnian Yan;0
Jonathan Simons;575
Shaun Wylie;0
Joseph Fitzmyer;65
Desmond Higham;2
Zivar bey Ahmadbeyov;7
David C. Baldus;27
Paul C. Lauterbur;0
Jeffrey S. Medkeff;2
Ashok Jhunjhunwala;203
Marc Nerlove;7
Chaim Leib Pekeris;2
Geoffrey Grimmett;12
John R. Ross;26
David Hammond Shepard;0
Arvind Mohan Kayastha;77
Peter Coles;24
Roy J. Glauber;75
Owen Chamberlain;39
Alexander Soifer;18
Albert Fert;149
Norman Orentreich;47
John Curtis Perry;5
Gilbert Stork;19
Lev Samuilovich Klejn;1
Hendrik Douwe Kloosterman;1
Joan Swart;393
Benjamin Lincoln Robinson;2
John Hal Folkman;0
Carl H. Brans;6
Garth Paltridge;6
Jon Sobrino;2838
E. Donnall Thomas;83
Mojib Latif;85
Leon Lichtenstein;1
Benjamin Isaac;197
Hans Georg Bock;70
Nikita Nekrasov;3
Thomas P. Grazulis;38
Irène Joliot-Curie;0
George Andrew Olah;93
Julian Monge Najera;45
Lorna Marshall;93
Steven S. Vogt;4
Oliver MacDonagh;63
Osman Nuri Eralp;2
Eugene Shoemaker;0
Houshang Amirahmadi;0
Leston Havens;25
Alison Woollard;9
Franz Weidenreich;70
Ladislaus Bortkiewicz;13
John L. Hall;44
Daniel Little McFadden;0
Maxim Fridman;0
Thomas Rosenmeyer;0
Alwin Reinhold Korselt;0
"Edgar Frank ""Ted"" Codd";0
Gerard Debreu;0
David Thouless;0
Garrett Birkhoff;35
Lee D. Baker;6
John Warner Backus;6
Pierre Samuel;10
Paul Corkum;7
Harold J. Berman;31
Hugh Ross;5728
Richard D. Gill;34
Robert Rush Miller;0
Craig Mello;150
Fritz Pregl;20
Thomas H. Cormen;530
Sir Cyril Norman Hinshelwood;0
Junichiro Ito;4
Martin Fleischmann;111
Manolis Andronikos;274
Barry Trost;30
Benjamin Solomon Carson;210
Verner Suomi;0
Odd Magnus Faltinsen;85
John Duer Irving;2
Sulamith Goldhaber;19
Carlo La Vecchia;11
Helene Deutsch;77
Gene Amdahl;141
Wilhelm Anderson;5
Jacob Schmookler;0
Erwin Neher;98
Martin Chalfie;154
Nicholas J. Phillips;2
Ernest L. Hall;0
Lal Jayawardane;2
Vitaly L. Ginzburg;0
Jane Cooke Wright;2
Jules Bordet;39
Camillo De Lellis;3
Hans Jenny;386
Thomas Summers West;2
Francis Birch;5
Nicolae Simache;0
Arthur J. Cronquist;0
Brigitte Bodenheimer;0
Reuben Goodstein;2
Thomas H. Maren;5
Paul Midgley;1
Ivo Pilar;38
Michael Zander;18
Robert May;4
Christian B. Anfinsen;19
Casimir Funk;157
Sheldon Lee Glashow;302
Arthur Byron Coble;4
Earl Babbie;193
Gerard Salton;14
Allen Goodrich Shenstone;0
Erick J. Weinberg;1
Sanjaya Lall;7
Jere Humphreys;0
Albert William Herre;3
Stephen Porges;516
Olive Dickason;6
Aram Ter-Ghevondyan;12
Yves Chauvin;25
Klaus Hepp;1
Dorothy Crowfoot Hodgkin;21
Peter Doherty;24603
Stuart A. Rice;8
Edmund John Bowen;0
Hans Suess;173
David B. Cohen;4
Rudolf Pfeiffer;2
Indumati Gopinathan;59
Anna Molka Ahmed;1538
Jeremy Nathans;9
John Tuzo Wilson;29
James March;0
Ramin Takloo-Bighash;21
Henrik Iskov Christensen;0
Hao Wang;27
Maxim Chernodub;19
Peter Pronovost;86
Robert Carhart Merton;1
Ruby Payne-Scott;54
Archie E. Roy;0
Phil Diamond;602
Carl Woese;196
Aristid Lindenmayer;46
Mario Capecchi;195
C. E. Wynn-Williams;1
John Tukey;152
Brenda Milner;229
Maximilian Weber;3710
Paul Dirac;9151
Anatoly Petrovich Alexandrov;0
Maciej Zworski;22
Hilmi Volkan Demir;30
Gary Martin;106
James Furman Kemp;6
Paul Kennedy;1933
Benjamin Fain;4
Johann Eekhoff;1
Carol W. Greider;192
Edmund Taylor Whittaker;131
Alan N. Shapiro;44
Nancy M. Adams;0
Richard Wurtman;13
Delbert Harold McNamara;0
Sten Grillner;15
Emma Perry Carr;0
Maurice Brookhart;53
Adolph Knoph;0
Jean-Michel Bismut;2
Robert S. Mulliken;38
Arthur Wehnelt;0
Elizabeth Whelan;2
Montgomery Atwater;11
Stephen Lee;2774
Komaravolu S. Chandrashekhar;0
William L. Chameides;0
Beny Parnes;1
Gustav Ludwig Hertz;50
Paul Schlack;3
Friedrich Sauter;0
Paul Koebe;11
Vasant Shankar Huzurbazar;0
Percival Bailey;1
D.M. Smith;3
Roman Sikorski;3
Murray Gell-Mann;1514
Fritz Goos;1
Donald Lynden-Bell;75
Daniel J. Bernstein;118
William Wilson;2154
Leason Heberling Adams;0
Edward Mills Purcell;109
Paul Pelseneer;0
Heinz Bauer;4
C. Livingstone;7
Roberto Longhi;1404
Pranab Kumar Sen;2
Abdul Nayyar;0
Robert Sylwester;2
Karen Smith;520
Gordon P. Eaton;6
Erich Leo Lehmann;5
William C. Boyd;10
David George Hogarth;29
Peter A. Olsson;12
Tadeusz Krwawicz;5
Walter Rogowski;13
Abraham Robinson;75
Amnon Yekutieli;1
Walton T. Roth;6
Edwin Plimpton Adams;1
Sidney Dancoff;0
Karl Zsigmondy;3
Ille Gebeshuber;34
John Heysham Gibbon;139
Pearl Kendrick;3
Noam Elkies;130
Kurt Thoroughman;13
Ian Affleck;2
Doc Edgerton;0
Maurice Lenz;1
Arthur Melvin Okun;38
Jean Kuntzmann;1
Marc Jeannerod;19
James H. Stock;13
Jitendra Malik;57
Donald Hopkins;19
Sandra Scarr;18
Nicholas Read;4
Vittorio Gallese;161
Jaroslav Heyrovsky;0
Xianshi Meng;0
William Cumming Rose;5
Harvey Goldschmid;6
Edgar Buckingham;5
Peter C. Doherty;204
Thomas D. Schiano;7
Mihajlo Idvorski Pupin;0
Yuri P. Raizer;1
Maurice A. De Gosson;0
Simon Schaffer;221
Eugeny Pchelov;2
Phelps Stokes Hawkins;18
David W. Goodall;1
Marcel Fratzscher;18
Jan Drewes Achenbach;1
Conrad Hal Waddington;43
Robin Hill;7140
Charles Lane Poor;3
Roger Myerson;139
Eugen Bleuler;379
Piet Hut;50
Christian Genest;5
Roderick Sprague;5
Peter C. Aichelburg;3
Estate V. Khmaladze;0
Klim Ivanovich Churyumov;0
Leroy Hood;90
Bryan John Birch;1
Hongjie Dai;25
Robert L. Park;88
Bessie Delany;25
Martin D. Ginsburg;4
Niklaus E. Wirth;0
Katsuhito Iwai;14
Raymond Costabile;3
Mourad E. H. Ismail;1
Philip J. Currie;278
Ray Wendland;1
Almroth200 Wright;0
John B. Johnson;0
Luke Chia-Liu Yuan;4
Joseph Keller;75
Zygmunt Janiszewski;0
Koppillil Radhakrishnan;13
Agnes Claypole Moody;1
Adriaan van Wijngaarden;0
Devra Kleiman;0
Peter Scholze;84
Theodore Meron;0
Charles Herty;15
Felix Ehrenhaft;4
David William Masser;0
Edgar Douglas Adrian;0
Eluvathingal Devassy Jemmis;96
Vincent du Vigneaud;15
J. Barkley Rosser;42
Louis Melville Milne-Thomson;0
Alan Baker;272
Peter Bruce;9
John Canfield Ewers;1
Thomas R. Kane;2
Leon Petrosjan;0
Christopher Thornberg;6
Kozo Sugiyama;1
Reiner Protsch;0
Adriano Garsia;16
Lev Gudkov;43
William Forsyth Sharpe;0
Nial J. Wheate;7
Stevan Harnad;62
Henry C. Gunning;1
Ilya Frank;27
Alessandro Faedo;0
Karl Herzfeld;4
Bernard Rimland;118
Frank K. Edmondson;7
Peter Aucoin;3
David Bohm;5273
Kalbe Razi Naqvi;32
Christopher A. Pissarides;598
Melvyn Bernard Nathanson;0
Eunseong Kim;9
Gregory M. Garibian;1
Rashid Bashir;43
Vinod Scaria;176
Philip Russell Wallace;0
Erminio Costa;2
Walter Dubislav;1
Roger Batzel;0
Yoshiki Sasai;24
Harold Crosby;10
Jean-Jacques Laffont;45
Pauline Gracia Beery Mack;6
Walter H.G. Lewin;0
Michael E. Greenberg;5
Joshua Gans;24
William O. Farber;2
Ralph Hosmer;5
Michael Stuart Brown;65
Jean Baptiste Perrin;69
Andrew Berry;29
Gerhard Ertl;50
Johannes Franz Hartmann;0
Wesley Wait;0
Harlow Shapley;95
Askold Khovanskii;2
Daniel Pauly;292
Michael Collins;30227
Walter Kistler;10
Kenjiro Shoda;4
Alan David Sokal;1
Ronald Milne;6
Wendelin Werner;48
Charles Kuen Kao;0
Dorin N Poenaru;0
Ronald Vale;3
Karl Brunner;2
Johann Deisenhofer;0
Harry Hoogstraal;4
Thomas Henning;2
Kurt Alder;31
Anatoliy V. Skorokhod;0
Robert Lanza;6759
Herbert Gursky;5
Peidong Yang;67
William Duane;19
Donald Calne;3
Bob Sheets;30
Dani Rodrik;1572
Sune K. Bergström;0
Otto Folin;5
Gerald J. Popek;6
Christoph Steinbeck;5
Ishfaq Ahmad;13354
Keith H. Basso;45
Mary Ellen Jones;4
Nina Bari;13
Steve Reeves;7231
Wim Cohen;1
Imtiaz Gilani;115
Phyllis N. Stern;0
William Benson;74
Richard Price;3225
Luma Mufleh;2485
Ulf von Euler;0
Harold Davenport;27
James Wiegold;4
Leon Lederman;0
Toshio Hirano;1319
Tom M. Apostol;80
Ludy T. Benjamin;5
Oleg B. Lupanov;0
Ronald Breslow;28
Helen Megaw;8
Donald Zilversmit;5
Martin Fritz Glaessner;0
Kai Wehmeier;0
Darrell D. E. Long;0
David Williamson Shaffer;27
Thomas George Cowling;0
Leo Loeb;2
Takahiko Yamanouchi;1
Paul Allen Catlin;0
James Hendler;71
Walter R. Nickel;3
Hermann Biggs;4
Lev Davidovich Landau;73
Hiroshi Nakamura;26
Shunichi Amari;0
Friedrich Hopfner;1
Maggie Aderin-Pocock;528
Bohuslav Brauner;0
Taher A. Elgamal;0
Samuel Eilenberg;0
Seale Harris;0
Boris Bim-Bad;3
David Stoddart;5
Carl August Attems;0
William A. Noyes;3
J.J. Sakurai;0
Henri Villat;2
Elsa Neumann;4
Robert Enders;1
Juan Ignacio Cirac Sasturain;223
Ronald Graham;305
Lennart Ljung;27
Anne O. Krueger;0
George Zinkhan;12
Frederick Fuller Russell;1
Hiram Caton;22
Heinz Fraenkel-Conrat;8
Friedrich L. Bauer;4
Eugene Lukacs;1
Jean-Louis Koszul;2
Tejinder Virdee;25
Sir William Henry Bragg;9
Warren Coats;0
Archibald Reiss;327
Neil Wallace;0
Mikio Sato;14
Robert Bárány;0
Diana Shelstad;10
Raymond W. Baker;383
Mark Gillachrist Marlborough Pryor;0
Adriaan Cornelis Zaanen;0
Franz Oppenheimer;1034
Gary Paul Nabhan;399
Jurrian ten Doesschate;0
Aaron Goldberg;1739
Yong Poovorawan;238
Stanley Wojcicki;4
John Cunningham McLennan;1
George David Birkhoff;69
John A. Ratcliffe;0
Ernst Zermelo;120
Dale W. Jorgenson;25
Willem De Sitter;0
Sarah Elizabeth Stewart;0
Susumu Tonegawa;149
Masakazu Konishi;4
Thomas Toliver Goldsmith;0
Morris Halle;137
Paul ten Bruggencate;2
Richard Stanton-Jones;7
George Richards Minot;0
Mark Inghram;6
Jin-Ho Choy;0
Alexander Kazhdan;21
Sulabha Kashinath Kulkarni;0
Alton E. Bailey;4
Val Murray Runge;1
Mark Crislip;913
James D. Bjorken;1
Yuri Vasilyevich Prokhorov;5
Alan Harvey Guth;28
Lawrence A. Mysak;2
Ernest William Tristram;1
Ali Khademhosseini;242
Rolf Singer;33
Peter Swerling;7
Elmer S. Riggs;12
Jerzy Neyman;69
Avram Hershko;66
David Waltz;0
Ernest Codman;0
Tibor Gallai;0
David Botstein;41
Arthur Stanley Goldberger;0
David Warren;333
Henry Stommel;4
Paul C.W. Davies;0
Baruch S. Blumberg;0
Leonard Eugene Dickson;0
George Herbig;4
Daniel Barton Oerther;0
Barry J. Marshall;0
Mark Blaug;93
Sheridan Titman;21
Erich Regener;7
R. Michael Canjar;3
Way Kuo;7
Vladimir Sargsyan;0
Uzi Vishkin;1
Shmuel Winograd;4
Frank Spedding;1
Tadatsugu Taniguchi;0
Guido Zappa;1
Tjalling Charles Koopmans;0
George Sterman;6
Wen-Hsiung Li;4
Hanns Malissa;10
George Kistiakowsky;16
Peter A. Diamond;0
Lipman Bers;0
Guido Fubini;50
Edward Sapir;472
Eric F. Wieschaus;45
Aldo Pontremoli;0
Robert Keohane;620
Albert Neuberger;2
Christian Homburg;2
William H. Shideler;3
Alicia Nitecki;16
Vinod Dham;1709
Wolfgang Pauli;3466
Dieter Seebach;3
Harry F. Noller;16
Alexandru Proca;37
Rollin D. Salisbury;2
Barton H. Warnock;0
Walter Gordon;24
Frank Sherwood Rowland;80
François Jacob;0
Christiaan Eijkman;1
Michael Katehakis;4
Thomas Piketty;13876
Reinhart Heinrich;11
Camilo Gomez;2173
Robert Metzenberg;1
Hermann Staudinger;61
Alexander H. Smith;4
Dorothy Bernstein;0
Ishwar K. Puri;19
Michael Mussa;3
Josef Ludwig Holub;6
Edward Roy Perl;0
Sean B. Carroll;268
Nelson Horatio Darton;7
Res Jost;1
Ravi Batra;395
Abdul Qadeer Khan;25227
David Shakow;6
Bikas K Chakrabarti;80
Banesh Hoffmann;26
Walter Norman Haworth;0
Jesse S. Miller;3
Peter Fulde;0
Abram I. Fet;0
Donald Geman;24
Richard Wilson;3010
Makoto Kobayashi;129
J. Doyne Farmer;49
Ziauddin Ahmed;42
Johan Reinhard;99
Sallie Baliunas;26
Zvi Griliches;20
E. Morton Jellinek;0
Joseph Nye;4537
John Battiscombe Gunn;0
Jacob Tamarkin;3
Jan Camiel Willems;0
Geraint Rees;20
William A. Wimsatt;0
Charles Wyplosz;5
Gernot Zippe;125
Bob Scheifler;8
Ruslan Stratonovich;2
Goro Shimura;0
Catherine Clarke Fenselau;2
Harold Zirin;19
Andrzej Szczeklik;528
Dennis A. Dougherty;3
Estia J. Eichten;11
James L. Patton;6
Alyssa A. Goodman;14
Donald J. Cram;18
Jayaraman Gowrishankar;13
Harold Gulliksen;1
